    ar	ai
1.092330	0.001308
1.092050	0.002229
1.092110	0.000414
1.092020	-0.004908
1.092010	0.000771
1.092000	-0.001184
1.091780	-0.007427
1.091980	0.001419
1.091910	-0.004667
1.091880	-0.004398
1.091880	-0.003017
1.091870	-0.002667
1.091750	-0.003410
1.091750	-0.002158
1.092190	-0.000612
1.092280	0.001078
1.092420	0.001314
1.092470	-0.004861
1.092470	-0.000098
1.092570	-0.000031
1.092510	0.003637
1.092820	-0.002058
1.092820	-0.007168
1.092610	0.004919
1.092840	-0.000032
1.092860	-0.004531
1.092830	-0.006124
1.092840	0.003148
1.092560	0.004875
1.092580	-0.004035
1.092550	-0.002475
1.092490	-0.009221
1.092610	0.005147
1.092590	-0.003162
1.092510	-0.005639
1.092520	-0.002862
1.092380	-0.000050
1.092470	-0.004645
1.092360	-0.008354
1.092470	0.003315
1.092350	0.002574
1.092190	-0.001460
1.092100	-0.001745
1.092220	-0.005741
1.092250	0.001116
1.092300	-0.000382
1.092140	-0.004450
1.092140	-0.004633
1.092120	-0.002408
1.092140	-0.003025
1.092090	-0.000671
1.092090	-0.001862
1.092130	-0.003369
1.092140	-0.001145
1.092080	-0.000958
1.092090	0.003330
1.091970	-0.004792
1.091680	0.000122
1.091780	-0.001975
1.091780	-0.004022
1.091820	0.001421
1.091970	-0.001115
1.091960	0.000756
1.091980	-0.000491
1.091980	-0.002472
1.092010	-0.001505
1.092060	-0.001936
1.091970	0.002156
1.091980	-0.002452
1.092050	-0.003216
1.091900	0.001130
1.092030	-0.005033
1.091940	-0.004355
1.091920	-0.001439
1.091600	-0.001188
1.091690	0.000980
1.091640	0.000703
1.091560	-0.007285
1.091810	-0.003094
1.091750	0.006353
1.091860	-0.005296
1.091760	-0.000855
1.091880	-0.003061
1.091870	0.002338
1.091900	-0.000219
1.092030	-0.003880
1.091940	-0.002184
1.091950	-0.006052
1.091910	0.002932
1.091950	-0.005148
1.091900	-0.006006
1.091790	0.000484
1.091820	-0.002812
1.091840	-0.001645
1.091740	-0.001242
1.091540	0.003011
1.091540	0.001838
1.091360	-0.002446
1.091340	0.006917
1.091060	0.001267
1.091080	0.000403
1.091150	-0.003272
1.090990	-0.000032
1.091080	0.003421
1.091080	-0.006112
1.091000	-0.006349
1.091010	0.000670
1.091100	0.000886
1.090970	-0.002428
1.091060	0.001205
1.091010	0.000197
1.091000	-0.000329
1.090850	0.002047
1.090690	-0.002048
1.090960	-0.004414
1.090940	0.000729
1.090890	-0.001887
1.090860	-0.006210
1.090570	-0.001677
1.090840	-0.000436
1.090950	-0.001820
1.090980	-0.005088
1.090670	0.005044
1.090290	0.000261
1.090330	-0.005104
1.090230	0.000839
1.090140	-0.006577
1.090190	-0.001172
1.090260	-0.003469
1.090210	-0.008901
1.090280	-0.003770
1.090370	-0.000194
1.090420	0.000784
1.090250	-0.004368
1.090320	-0.002421
1.090220	0.002373
1.090170	0.003961
1.090080	0.001954
1.090030	-0.002580
1.089960	0.001285
1.090100	-0.000040
1.090070	-0.007421
1.090030	0.001223
1.090010	-0.003467
1.090000	0.003391
1.089970	0.004055
1.090000	0.000091
1.090110	-0.005125
1.090220	0.009028
1.090050	-0.002420
1.090070	-0.009597
1.090000	0.004591
1.090170	0.002334
1.090180	-0.004813
1.089990	-0.004199
1.089900	0.001503
1.089880	-0.000177
1.089910	-0.000217
1.089940	0.005853
1.090020	-0.004162
1.090100	-0.003276
1.090010	-0.000457
1.090080	-0.000756
1.090040	-0.006784
1.090110	-0.000514
1.090090	0.001569
1.089970	-0.000904
1.090070	-0.002119
1.089990	-0.001038
1.089980	0.004988
1.089970	0.002649
1.089910	-0.005194
1.089900	0.003256
1.089890	-0.002404
1.089880	-0.003900
1.089660	0.000676
1.089650	-0.005631
1.089470	-0.007103
1.089450	0.003457
1.089480	0.002112
1.089140	-0.004780
1.089260	-0.004955
1.089060	0.003927
1.088960	0.006360
1.089170	0.000895
1.089470	-0.004902
1.089610	-0.006239
1.089250	0.003854
1.089430	0.002819
1.089640	-0.010951
1.089590	-0.000009
1.089680	0.004937
1.089410	0.000440
1.089370	-0.003329
1.089380	-0.004780
1.089570	0.004821
1.089880	-0.000304
1.089780	-0.005722
1.089400	-0.002705
1.089490	-0.000004
1.089490	-0.004454
1.089720	0.000719
1.089500	-0.003087
1.089490	-0.002907
1.089000	0.004589
1.088950	0.002324
1.088970	-0.000022
1.089080	0.000350
1.088920	-0.000091
1.088790	0.000755
1.088870	0.000036
1.089070	-0.007483
1.089240	0.001007
1.089310	-0.001867
1.089280	0.002145
1.089460	-0.004321
1.089720	-0.000557
1.089550	0.005540
1.089680	0.001031
1.089760	-0.000617
1.089940	-0.000600
1.089880	-0.000059
1.089960	-0.005575
1.090180	-0.000288
1.090150	-0.000781
1.090150	0.000510
1.090310	0.001011
1.090170	0.000596
1.089980	0.002523
1.089890	0.005620
1.089660	-0.001510
1.089760	0.002967
1.089790	-0.002058
1.089990	-0.003268
1.089930	0.002343
1.089780	0.001489
1.089660	-0.006044
1.089590	-0.001137
1.089370	0.006739
1.089240	-0.002706
1.089350	-0.001170
1.089700	0.005548
1.089680	0.003045
1.089800	-0.002398
1.089210	0.000000
1.089030	0.002398
1.089110	-0.003045
1.089280	-0.005548
1.089200	0.001170
1.088790	0.002706
1.088820	-0.006739
1.088980	0.001137
1.088540	0.006044
1.088580	-0.001489
1.088480	-0.002343
1.088600	0.003268
1.088570	0.002058
1.088780	-0.002967
1.088690	0.001510
1.088580	-0.005620
1.088370	-0.002523
1.088310	-0.000596
1.088470	-0.001011
1.088740	-0.000510
1.088550	0.000781
1.088660	0.000288
1.088550	0.005575
1.088700	0.000059
1.088690	0.000600
1.088570	0.000617
1.088220	-0.001031
1.088070	-0.005540
1.088010	0.000557
1.088370	0.004321
1.088580	-0.002145
1.088470	0.001867
1.088290	-0.001007
1.088170	0.007483
1.088080	-0.000036
1.087570	-0.000755
1.087790	0.000091
1.087790	-0.000350
1.087800	0.000022
1.087460	-0.002324
1.087130	-0.004589
1.087250	0.002907
1.087920	0.003087
1.088090	-0.000719
1.088480	0.004454
1.088440	0.000004
1.088150	0.002705
1.088400	0.005722
1.088420	0.000304
1.088570	-0.004821
1.088860	0.004780
1.089120	0.003329
1.088900	-0.000440
1.088680	-0.004937
1.088170	0.000009
1.088100	0.010951
1.088150	-0.002819
1.088410	-0.003854
1.088380	0.006239
1.088220	0.004902
1.088670	-0.000895
1.088950	-0.006360
1.088770	-0.003927
1.088460	0.004955
1.088390	0.004780
1.088410	-0.002112
1.088550	-0.003457
1.088750	0.007103
1.089370	0.005631
1.089190	-0.000676
1.088980	0.003900
1.089460	0.002404
1.089180	-0.003256
1.088910	0.005194
1.089770	-0.002649
1.089460	-0.004988
1.089500	0.001038
1.089620	0.002119
1.089640	0.000904
1.089280	-0.001569
1.089340	0.000514
1.089650	0.006784
1.089770	0.000756
1.090040	0.000457
1.089990	0.003276
1.089620	0.004162
1.089980	-0.005853
1.090080	0.000217
1.090410	0.000177
1.091200	-0.001503
1.090800	0.004199
1.091460	0.004813
1.091420	-0.002334
1.090910	-0.004591
1.090780	0.009597
1.090680	0.002420
1.090260	-0.009028
1.090420	0.005125
1.090430	-0.000091
1.090340	-0.004055
1.090180	-0.003391
1.089890	0.003467
1.090530	-0.001223
1.090600	0.007421
1.090250	0.000040
1.090080	-0.001285
1.089880	0.002580
1.089780	-0.001954
1.089530	-0.003961
1.089180	-0.002373
1.088750	0.002421
1.088980	0.004368
1.089670	-0.000784
1.089190	0.000194
1.088900	0.003770
1.088930	0.008901
1.089160	0.003469
1.089300	0.001172
1.089290	0.006577
1.088970	-0.000839
1.089900	0.005104
1.090450	-0.000261
1.090350	-0.005044
1.090580	0.005088
1.090260	0.001820
1.090800	0.000436
1.090300	0.001677
1.090400	0.006210
1.089860	0.001887
1.089790	-0.000729
1.090570	0.004414
1.090420	0.002048
1.090410	-0.002047
1.089790	0.000329
1.089890	-0.000197
1.089660	-0.001205
1.089630	0.002428
1.089390	-0.000886
1.089500	-0.000670
1.090040	0.006349
1.090230	0.006112
1.090040	-0.003421
1.089950	0.000032
1.089830	0.003272
1.089950	-0.000403
1.090080	-0.001267
1.089780	-0.006917
1.089690	0.002446
1.088800	-0.001838
1.088770	-0.003011
1.088490	0.001242
1.088740	0.001645
1.088540	0.002812
1.088810	-0.000484
1.088990	0.006006
1.089020	0.005148
1.089000	-0.002932
1.089170	0.006052
1.088900	0.002184
1.089330	0.003880
1.090190	0.000219
1.090510	-0.002338
1.090470	0.003061
1.090260	0.000855
1.090290	0.005296
1.090540	-0.006353
1.089600	0.003094
1.089350	0.007285
1.088600	-0.000703
1.089350	-0.000980
1.089470	0.001188
1.089320	0.001439
1.089220	0.004355
1.088280	0.005033
1.088710	-0.001130
1.089290	0.003216
1.088660	0.002452
1.088920	-0.002156
1.088640	0.001936
1.088600	0.001505
1.089130	0.002472
1.088950	0.000491
1.088140	-0.000756
1.087590	0.001115
1.087360	-0.001421
1.086390	0.004022
1.086600	0.001975
1.086590	-0.000122
1.087080	0.004792
1.087170	-0.003330
1.087290	0.000958
1.087150	0.001145
1.087000	0.003369
1.086970	0.001862
1.087690	0.000671
1.087480	0.003025
1.087150	0.002408
1.087190	0.004633
1.087490	0.004450
1.088430	0.000382
1.087320	-0.001116
1.086960	0.005741
1.086590	0.001745
1.085640	0.001460
1.086500	-0.002574
1.085820	-0.003315
1.086490	0.008354
1.086250	0.004645
1.085930	0.000050
1.086090	0.002862
1.086100	0.005639
1.086340	0.003162
1.086810	-0.005147
1.087100	0.009221
1.087700	0.002475
1.087390	0.004035
1.087550	-0.004875
1.087300	-0.003148
1.088030	0.006124
1.087530	0.004531
1.087410	0.000032
1.087320	-0.004919
1.087940	0.007168
1.088590	0.002058
1.088790	-0.003637
1.088340	0.000031
1.088170	0.000098
1.087280	0.004861
1.087810	-0.001314
1.087030	-0.001078
1.086960	0.000612
1.085890	0.002158
1.086300	0.003410
1.086610	0.002667
1.086710	0.003017
1.087000	0.004398
1.086850	0.004667
1.087240	-0.001419
1.086280	0.007427
1.085330	0.001184
1.084450	-0.000771
1.084150	0.004908
1.083600	-0.000414
1.083390	-0.002229
1.083920	-0.001308
1.084110	0.007436
1.084980	-0.003704
1.084380	0.001549
1.084910	0.003189
1.084760	0.008019
1.084790	0.002064
1.084480	0.005407
1.084510	0.002413
1.083690	0.003454
1.084100	0.001428
1.084540	0.000994
1.082830	-0.001700
1.082280	0.000763
1.082210	0.002127
1.082120	-0.001792
1.082770	-0.005874
1.082610	-0.001938
1.082660	0.000640
1.082250	-0.002236
1.081880	-0.002457
1.082110	0.002353
1.082510	0.003755
1.082210	0.007306
1.083310	0.003364
1.082910	0.003035
1.081570	0.011353
1.080910	0.011423
1.080460	0.001429
1.081660	-0.007218
1.082250	0.003809
1.085750	0.004408
1.086010	0.000224
1.085710	0.003750
1.085700	-0.004097
1.086070	0.008773
1.086000	-0.000081
1.086010	0.004312
1.086290	0.007425
1.086450	-0.002097
1.086910	-0.001535
1.086770	0.008538
1.086840	-0.005267
1.086840	0.001191
1.086560	0.003456
1.086390	0.004080
1.086090	0.015815
1.086050	-0.002988
1.086000	0.002470
1.086190	0.008116
1.086400	0.005293
1.086130	0.004984
1.086130	-0.002815
1.086130	0.010297
1.086380	-0.000137
1.086380	-0.008295
1.086500	0.011095
1.086440	0.002803
1.086180	-0.003935
1.086060	0.013329
1.086300	-0.006689
1.086560	0.005918
1.086440	0.015465
1.086440	0.000917
1.086370	-0.003741
1.086360	0.006569
1.086580	0.008591
1.086770	0.008968
1.086660	-0.000858
1.086670	0.003119
1.087120	0.006145
1.087020	0.012057
1.087020	-0.004264
1.086960	0.012033
1.087150	0.002937
1.087250	0.002846
1.087150	-0.004585
1.087070	0.002642
1.086990	0.004394
1.086890	0.000135
1.087080	0.008720
1.086940	0.001723
1.086810	0.009967
1.086620	0.008313
1.086700	0.004910
1.086630	0.006107
1.086690	0.004089
1.086800	0.001697
1.086850	0.004275
1.086670	0.008118
1.086580	-0.002907
1.086460	0.008685
1.086000	0.007068
1.085970	0.001603
1.086260	0.000424
1.086340	0.008089
1.086440	0.009428
1.086610	0.004474
1.086360	0.008473
1.086450	-0.011166
1.086370	-0.000394
1.086470	0.012127
1.086260	0.010467
1.086390	-0.015586
1.086600	0.004306
1.086320	0.012469
1.086470	0.001258
1.086540	0.004635
1.086630	0.000305
1.086610	0.014692
1.086500	-0.002584
1.086670	0.000310
1.086780	-0.004006
1.086780	0.011233
1.086660	0.007026
1.086720	0.007325
1.086690	-0.001898
1.086980	0.008206
1.087420	0.005294
1.087000	-0.004076
1.086980	0.007376
1.087200	0.010562
1.087200	0.004219
1.087240	0.003288
1.087150	-0.004640
1.087050	0.010442
1.087090	0.019195
1.087060	0.002464
1.087020	0.003067
1.086910	0.000515
1.086940	0.013205
1.087080	0.015191
1.087020	-0.007742
1.087000	0.000857
1.086790	0.013219
1.086830	0.023913
1.086900	-0.020382
1.086860	0.006911
1.086990	0.006559
1.087010	0.020729
1.087050	-0.002793
1.087190	-0.009779
1.087250	0.011247
1.087220	0.016652
1.087260	0.000748
1.087300	0.002644
1.087230	0.001296
1.087380	0.008197
1.087510	0.015108
1.087590	0.001939
1.087500	-0.005598
1.087480	0.023437
1.087360	0.007934
1.087250	0.000791
1.087180	0.001315
1.087170	0.020121
1.087250	0.002858
1.087080	0.016448
1.087190	0.014201
1.087150	-0.002564
1.087080	0.010343
1.086960	0.019833
1.086870	0.003785
1.086960	-0.006455
1.086940	0.016682
1.086710	0.008720
1.086400	0.016625
1.086390	-0.011171
1.086440	0.002375
1.086380	0.019280
1.086260	-0.002545
1.086580	-0.000415
1.086660	0.020348
1.086570	0.030679
1.086620	0.013900
1.086950	-0.008151
1.086990	0.011484
1.086680	0.015833
1.086670	0.007569
1.086760	0.000364
1.086980	0.005267
1.086880	-0.001891
1.086780	0.013167
1.087210	0.025258
1.086850	0.004520
1.087210	0.011907
1.087450	0.039749
1.087440	0.027781
1.087420	-0.011832
1.087290	-0.012459
1.086980	0.017293
1.086940	0.040389
1.086740	-0.015094
1.086710	-0.000202
1.086750	0.028535
1.086730	0.027872
1.086780	0.009697
1.086770	-0.013201
1.086740	0.042349
1.086770	0.025954
1.086680	0.005794
1.086650	-0.002316
1.086670	0.008526
1.086620	0.017666
1.086570	0.014827
1.086770	0.004692
1.086780	0.009221
1.086860	0.035068
1.086890	0.008893
1.086880	-0.017694
1.086680	0.028246
1.086470	0.035890
1.086310	-0.004837
1.086600	0.040876
1.086890	-0.007522
1.086620	-0.009667
1.086370	0.038221
1.086300	0.019701
1.086580	0.009736
1.086330	0.028549
1.086230	0.030533
1.086020	0.014041
1.086330	0.005977
1.086220	0.000409
1.086440	0.049922
1.086540	0.018862
1.086490	-0.002130
1.086640	0.009943
1.086500	0.012259
1.086470	0.026574
1.086750	0.016581
1.086890	-0.027243
1.086990	0.023005
1.086950	0.066670
1.086980	0.033711
1.087030	-0.021651
1.086680	0.034496
1.086750	0.080898
1.086890	0.019448
1.086860	0.040813
1.086990	-0.032256
1.087270	0.023534
1.087350	0.101499
1.087230	0.063876
1.087040	0.025908
1.087190	-0.021259
1.087310	0.023718
1.087390	0.154858
1.087350	0.032582
1.087060	-0.046962
1.087060	0.006308
1.087230	0.112104
1.087060	-0.007793
1.087230	-0.048130
1.087080	0.061819
1.087390	0.076156
1.087390	-0.024057
1.087290	0.028218
1.087400	0.073732
1.087550	0.135649
1.087470	-0.039846
1.087130	0.151080
1.087050	0.180420
1.087070	0.450212
1.087080	0.184871
1.086690	-0.053025
1.087050	0.833656
1.087270	1.816790
